MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,price
4.5337,31.0,5.5244,1.0528,2544.0,3.4472,37.68,-122.47,306700
5.5647,31.0,5.4357,1.0124,2296.0,3.5597,37.68,-122.48,268700
3.3906,15.0,4.0236,1.0111,2340.0,3.25,37.67,-122.48,303700
5.1054,31.0,5.6228,0.9332,1746.0,3.7629,37.67,-122.48,294500
5.3311,34.0,5.8829,1.0696,2510.0,3.9715,37.68,-122.49,270800
2.964,14.0,3.5926,1.1206,2258.0,2.3894,37.67,-122.48,319700
3.0625,17.0,4.6806,0.994,884.0,1.754,37.69,-122.45,87500
4.4286,35.0,5.0619,1.0103,274.0,2.8247,37.67,-122.45,238600
5.5845,20.0,5.6776,0.99,3752.0,3.7445,37.67,-122.47,304300
5.7535,18.0,5.281,1.0203,3226.0,4.0835,37.66,-122.47,297900
4.1303,16.0,3.3026,1.0784,2049.0,2.0069,37.67,-122.46,146500
5.4221,15.0,5.0768,1.0718,3861.0,3.2229,37.66,-122.46,284700
5.2573,21.0,5.6029,1.0224,2027.0,4.1283,37.65,-122.46,322900
4.7813,36.0,5.1677,1.0124,963.0,2.9907,37.67,-122.45,246400
5.3446,35.0,5.5538,1.0325,1545.0,3.1339,37.66,-122.45,263300
5.3398,36.0,5.8142,1.0344,1390.0,3.1881,37.66,-122.46,260900
4.7755,36.0,5.9563,1.0109,2761.0,3.0142,37.66,-122.45,280700
3.9722,38.0,5.2929,1.011,2695.0,2.7031,37.65,-122.44,276200
4.3039,29.0,4.5987,1.0208,2259.0,2.9338,37.66,-122.43,278400
3.1927,21.0,3.6356,1.0747,3288.0,2.3402,37.66,-122.44,252600
4.7639,36.0,5.2618,1.0036,799.0,2.9055,37.66,-122.44,265600
4.425,35.0,4.724,0.9505,1025.0,2.6693,37.67,-122.44,268400
5.1205,42.0,5.728,1.0806,1255.0,3.1612,37.67,-122.42,226300
3.8438,37.0,5.035,1.0421,1255.0,2.9322,37.66,-122.41,250700
4.7361,41.0,5.3521,1.0122,1063.0,2.599,37.66,-122.42,302600
4.9236,28.0,5.8472,1.1163,1746.0,2.9003,37.66,-122.42,273500
4.125,36.0,5.1786,0.8643,335.0,2.3929,37.66,-122.42,327600
4.475,32.0,3.9235,1.0085,1096.0,3.1048,37.66,-122.41,246700
3.0052,34.0,3.6565,1.0816,906.0,3.0816,37.66,-122.41,242500
3.6667,40.0,4.299,1.0233,1177.0,3.9103,37.66,-122.41,218800
4.6103,37.0,3.0844,0.8356,658.0,2.9244,37.66,-122.41,237500
3.2833,44.0,2.033,0.9198,682.0,3.217,37.66,-122.41,233300
3.5039,32.0,4.2056,1.0624,2583.0,3.1616,37.65,-122.41,232400
2.6631,26.0,3.8047,1.0901,2246.0,2.6269,37.66,-122.42,244000
4.5493,43.0,4.6923,1.0265,1102.0,2.9231,37.66,-122.43,281500
3.8565,39.0,4.9628,1.0079,2941.0,3.3157,37.65,-122.42,239800
4.1033,34.0,4.8923,1.0553,4101.0,2.3885,37.64,-122.43,301000
4.207,42.0,5.3061,0.9818,1861.0,2.4137,37.64,-122.43,272700
6.2498,19.0,6.4289,1.0417,3444.0,3.5,37.64,-122.45,353300
5.3922,26.0,7.0859,0.947,1617.0,4.0833,37.64,-122.46,353700
4.8096,16.0,5.5121,1.0375,5130.0,3.2592,37.65,-122.46,262000
4.5938,17.0,5.2898,1.0045,2150.0,3.2282,37.64,-122.46,251200
4.6452,27.0,5.0486,1.0312,5023.0,3.1296,37.65,-122.47,236200
5.4694,25.0,5.3604,1.0289,4674.0,3.2212,37.66,-122.53,272400
4.0556,20.0,4.4058,1.0808,2325.0,2.2356,37.65,-122.53,275000
4.2593,39.0,5.012,0.997,1817.0,2.7201,37.65,-122.48,227400
5.155,31.0,5.0307,1.0049,1472.0,2.3819,37.63,-122.49,263900
3.525,34.0,4.2963,0.8951,398.0,2.4568,37.63,-122.49,254100
3.2446,31.0,4.229,1.1044,785.0,2.6431,37.63,-122.49,234600
2.9087,27.0,4.2582,1.0822,1386.0,2.2796,37.63,-122.53,228200
12.5,7.0,4.4444,0.7778,50.0,1.8519,37.64,-122.48,281000
5.4364,34.0,5.4568,1.0036,2208.0,2.6475,37.61,-122.47,279300
4.4286,35.0,5.8307,1.0906,747.0,2.9409,37.62,-122.54,262100
5.1282,35.0,5.5434,0.9814,1498.0,3.095,37.59,-122.49,262500
4.3542,36.0,6.3112,1.0498,736.0,3.0539,37.59,-122.5,237500
4.25,35.0,6.7393,1.1319,971.0,2.9785,37.6,-122.5,241700
4.1827,31.0,5.9156,1.0889,598.0,2.6578,37.59,-122.55,345500
2.2375,20.0,3.0476,1.0,59.0,2.8095,37.58,-122.51,450000
4.0795,33.0,5.3136,1.0136,1697.0,2.5712,37.6,-122.49,270600
5.3991,29.0,6.3803,1.039,2784.0,3.0163,37.59,-122.48,273000
4.5556,34.0,5.7101,0.9902,2282.0,2.8034,37.57,-122.48,249000
5.7653,21.0,6.1969,1.0173,6160.0,2.9587,37.59,-122.46,325800
5.0479,22.0,5.1359,1.055,3783.0,2.8878,37.63,-122.46,280400
6.7206,26.0,6.89,1.0059,1712.0,3.3635,37.62,-122.45,344600
5.748,28.0,6.0024,1.0291,2683.0,3.2561,37.63,-122.45,302100
4.7625,35.0,5.3039,0.9948,3004.0,3.1162,37.63,-122.44,281300
4.9732,34.0,5.5728,0.9259,2154.0,2.903,37.63,-122.43,342300
4.1692,21.0,4.2224,1.0688,4790.0,1.9728,37.61,-122.43,344500
4.25,49.0,5.6525,1.166,636.0,2.4556,37.62,-122.41,284100
3.8214,46.0,5.156,1.1144,1479.0,2.5633,37.61,-122.41,273600
4.7,37.0,6.118,0.9836,822.0,2.6951,37.61,-122.42,341300
6.3443,39.0,5.5081,0.8699,682.0,2.7724,37.62,-122.42,324700
4.4643,40.0,5.4787,0.9362,756.0,2.6809,37.62,-122.42,308100
4.1513,17.0,2.5679,1.0667,669.0,1.6519,37.61,-122.42,137500
3.43,46.0,5.4384,1.012,796.0,2.3904,37.63,-122.42,292900
4.8295,43.0,5.9175,1.0225,1141.0,2.8525,37.62,-122.42,319000
4.8,36.0,6.3962,1.0377,407.0,2.5597,37.62,-122.42,306800
4.4091,36.0,6.2267,1.0364,671.0,2.7166,37.62,-122.42,317900
3.2216,39.0,4.4813,1.0891,1807.0,2.5963,37.62,-122.41,242700
3.1058,32.0,3.9363,1.011,2249.0,2.4687,37.62,-122.4,253000
2.639,39.0,4.0344,1.0086,2720.0,2.6004,37.63,-122.41,242500
2.225,41.0,5.1579,1.0526,68.0,3.5789,37.64,-122.42,212500
3.5214,15.0,3.0499,1.1065,1447.0,1.606,37.63,-122.43,144200
2.375,46.0,5.5,0.9167,30.0,2.5,37.63,-122.42,275000
4.2262,37.0,4.3624,0.9582,878.0,3.0592,37.63,-122.41,228500
3.0,35.0,3.9862,1.0415,602.0,2.7742,37.63,-122.41,229100
4.0238,44.0,4.8328,1.0806,1064.0,3.1761,37.62,-122.4,224200
4.4464,38.0,4.8745,1.085,921.0,3.7287,37.64,-122.41,215400
3.1628,35.0,3.8239,1.0073,1077.0,1.9761,37.61,-122.4,318400
3.3632,33.0,4.553,1.0424,1867.0,3.2986,37.6,-122.38,265100
2.56,36.0,3.8562,1.0871,1225.0,2.6688,37.6,-122.39,273100
5.7398,42.0,6.2824,1.0275,705.0,2.7647,37.61,-122.41,336400
4.7381,43.0,6.4467,1.01,847.0,2.8233,37.61,-122.41,347400
4.1364,31.0,5.4149,1.0208,1915.0,2.3439,37.6,-122.41,412000
5.8783,34.0,6.3268,1.0036,1542.0,2.7389,37.6,-122.42,405100
6.3719,26.0,6.9722,1.0177,1128.0,2.8557,37.6,-122.41,466900
6.2946,34.0,6.3301,1.0016,1717.0,2.7649,37.59,-122.41,450000
5.6493,40.0,6.7444,1.0758,894.0,2.5112,37.59,-122.41,422400
3.5817,30.0,4.9823,1.0559,2558.0,2.3818,37.6,-122.4,369300
6.221,52.0,6.5714,0.9667,530.0,2.5238,37.6,-122.4,420300
4.652,44.0,6.0792,1.0132,986.0,2.6016,37.6,-122.39,387100
3.0744,31.0,3.8731,1.0711,1581.0,2.0063,37.59,-122.38,457700
4.6628,44.0,6.5899,1.0978,837.0,2.6404,37.59,-122.38,459200
6.4865,35.0,6.8421,1.0921,185.0,2.4342,37.57,-122.39,450000
5.048,26.0,5.0,1.0,11.0,3.6667,37.6,-122.37,350000
3.4412,39.0,4.1734,1.0746,2156.0,1.9371,37.59,-122.37,353800
5.7837,49.0,6.137,0.9852,613.0,2.2704,37.59,-122.38,378100
5.0756,52.0,5.4011,1.042,1324.0,2.3187,37.58,-122.36,374200
4.0987,37.0,4.8049,1.0607,1468.0,2.1214,37.58,-122.36,434000
5.6206,44.0,4.8438,0.934,736.0,2.5556,37.59,-122.34,386400
4.7917,40.0,5.5576,1.1012,992.0,2.3341,37.58,-122.33,359900
3.8413,50.0,3.9885,1.0645,1622.0,2.3238,37.58,-122.34,372200
4.0855,52.0,5.2972,0.9724,1081.0,2.2951,37.58,-122.35,410800
3.5125,20.0,3.6741,1.1894,1352.0,1.883,37.59,-122.36,350600
3.3469,30.0,3.2806,1.0182,2129.0,1.3861,37.58,-122.35,345000
2.8393,26.0,3.697,1.0649,396.0,1.7143,37.58,-122.35,375000
4.2407,39.0,4.7694,1.1099,1254.0,2.2595,37.57,-122.34,433800
3.9728,28.0,4.4338,1.1217,1691.0,1.9988,37.57,-122.34,300000
3.1111,43.0,4.1964,1.0248,1301.0,2.1469,37.57,-122.33,318400
3.4333,27.0,3.4431,0.9777,1453.0,1.6217,37.57,-122.33,290000
3.4836,27.0,3.5549,1.0235,2518.0,1.7402,37.58,-122.33,287900
3.38,28.0,4.0642,1.0745,1534.0,2.2394,37.58,-122.33,285400
3.6811,34.0,4.9162,1.1067,1958.0,2.9848,37.6,-122.31,273000
3.9696,44.0,4.6934,1.0425,1141.0,2.691,37.58,-122.31,258300
4.1875,45.0,4.6414,0.9402,845.0,3.3665,37.57,-122.31,267300
2.7474,43.0,4.419,1.0524,1573.0,3.9227,37.58,-122.33,233100
3.2891,42.0,4.3776,1.0442,2377.0,4.0425,37.57,-122.32,237900
3.2285,33.0,4.2673,1.0328,2626.0,3.3115,37.57,-122.32,234800
2.9934,52.0,3.4414,1.0207,318.0,2.1931,37.57,-122.32,256300
3.7422,42.0,5.0191,1.0747,1603.0,2.5485,37.57,-122.31,292600
2.8571,44.0,2.768,0.8918,355.0,1.8299,37.56,-122.32,250000
3.625,20.0,3.5611,1.0771,1112.0,1.8626,37.57,-122.33,283300
3.8317,9.0,4.7325,1.1811,377.0,1.5514,37.56,-122.32,237500
3.162,26.0,3.5765,1.0765,1283.0,1.9618,37.56,-122.32,415000
3.9688,52.0,4.8776,1.0249,1126.0,2.3361,37.56,-122.31,356900
3.25,52.0,5.4217,1.1024,371.0,2.2349,37.55,-122.31,296400
4.8068,46.0,5.4639,1.0114,607.0,2.308,37.55,-122.32,369700
4.4583,44.0,5.8135,1.1108,849.0,2.2946,37.55,-122.32,397100
5.0774,34.0,5.5808,1.0549,1608.0,2.4512,37.54,-122.32,407200
7.3081,27.0,7.2904,1.0502,1354.0,2.9563,37.53,-122.34,464600
6.7042,18.0,6.1972,1.0483,1784.0,2.4607,37.53,-122.33,413000
7.7743,27.0,6.7994,0.9561,905.0,2.837,37.53,-122.35,453100
6.6959,34.0,6.4709,1.0182,1747.0,3.1764,37.52,-122.34,411200
4.0417,25.0,4.9119,1.0881,769.0,2.1847,37.53,-122.33,458500
6.3892,17.0,6.439,1.0019,2557.0,2.4777,37.52,-122.32,480800
5.4351,37.0,6.0543,0.9729,535.0,2.4208,37.53,-122.3,376600
6.0,40.0,5.9902,1.0065,751.0,2.4542,37.53,-122.3,384200
5.3261,38.0,6.2675,1.0892,429.0,2.7325,37.53,-122.3,376800
6.8336,35.0,6.9351,1.0,659.0,2.5153,37.52,-122.31,457200
5.9539,39.0,6.2703,1.0324,508.0,2.7459,37.53,-122.31,379100
2.9405,39.0,4.3485,1.1114,1758.0,1.7812,37.54,-122.3,340500
4.5116,43.0,4.7116,0.9865,984.0,2.6523,37.53,-122.3,337800
5.012,41.0,3.9023,0.8837,419.0,1.9488,37.53,-122.29,368200
5.539,45.0,5.961,1.0732,492.0,2.4,37.54,-122.31,396900
4.75,46.0,6.0796,0.9876,952.0,2.3682,37.54,-122.31,388200
4.6125,41.0,6.0225,1.0075,676.0,2.5318,37.53,-122.31,361700
5.779,39.0,6.3093,1.0474,1183.0,2.6704,37.53,-122.32,387100
3.9722,27.0,4.6193,1.0964,1877.0,2.2056,37.55,-122.31,354100
4.163,49.0,4.7183,0.9894,660.0,2.3239,37.54,-122.31,393800
4.0726,38.0,4.6667,0.976,975.0,2.3381,37.54,-122.31,385400
3.1842,42.0,4.6923,1.0567,465.0,1.8826,37.54,-122.31,352800
3.9833,35.0,5.1399,1.028,1930.0,2.6993,37.55,-122.3,342800
2.6159,45.0,3.6475,1.0072,305.0,2.1942,37.55,-122.31,272900
4.2955,45.0,5.3662,1.0223,815.0,2.5955,37.56,-122.31,309700
4.7917,36.0,5.1246,1.0089,952.0,2.8249,37.56,-122.31,316000
4.9013,45.0,5.6352,0.9465,829.0,2.6069,37.56,-122.31,330100
3.32,40.0,4.5488,1.1111,701.0,2.3603,37.56,-122.31,292900
4.0,37.0,4.3414,0.9215,979.0,2.9577,37.57,-122.31,273700
4.6371,31.0,5.5761,1.2107,1193.0,3.0279,37.57,-122.31,271100
5.033,36.0,5.3324,0.9514,1169.0,3.1595,37.57,-122.3,270900
4.7344,37.0,5.1361,0.9607,1267.0,3.3168,37.56,-122.3,271800
4.7917,36.0,5.9702,1.0819,1189.0,2.9504,37.57,-122.3,276100
5.3683,34.0,5.8179,0.9656,846.0,2.9072,37.56,-122.29,339400
5.5381,36.0,6.0749,1.0044,750.0,3.304,37.56,-122.3,282000
5.8221,36.0,5.7914,1.0072,445.0,3.2014,37.56,-122.29,289400
5.5184,35.0,5.6246,1.0541,945.0,2.8378,37.56,-122.3,274800
5.0353,12.0,4.6576,1.0554,2516.0,1.8101,37.56,-122.29,305800
5.9572,17.0,5.6704,1.0087,1941.0,2.4052,37.55,-122.26,443800
6.7474,16.0,6.2765,1.0695,1840.0,2.4115,37.55,-122.27,338200
7.2477,16.0,6.6604,1.0472,770.0,2.4214,37.54,-122.26,376000
8.1221,15.0,6.8944,0.993,811.0,2.8556,37.55,-122.27,483300
6.1228,17.0,6.6651,0.9984,2020.0,3.2063,37.55,-122.28,375700
4.9434,17.0,3.9544,1.0431,1553.0,1.9126,37.56,-122.27,292100
5.6936,5.0,4.5862,1.0988,1810.0,1.6869,37.56,-122.27,322200
5.3247,13.0,7.2923,1.5128,395.0,2.0256,37.54,-122.26,327800
6.9635,5.0,4.3856,1.0319,779.0,2.0718,37.54,-122.26,417300
6.035,5.0,5.4315,1.066,990.0,2.5127,37.54,-122.27,438800
7.3644,16.0,7.0251,1.0144,1752.0,3.1454,37.54,-122.27,419700
5.6683,23.0,5.6109,1.0339,3399.0,2.6186,37.56,-122.26,391000
6.5948,23.0,6.6736,1.0467,3484.0,2.9082,37.57,-122.26,404000
5.6396,19.0,5.9611,1.0508,3437.0,2.5688,37.56,-122.25,430300
4.39,27.0,4.3753,1.0092,2243.0,2.5901,37.55,-122.29,270100
3.9699,24.0,4.0331,1.0702,3169.0,2.4992,37.54,-122.28,293200
4.9091,43.0,5.0512,0.9755,1151.0,2.5635,37.54,-122.29,293200
5.1701,37.0,5.5989,1.0169,463.0,2.6158,37.54,-122.28,294200
5.0081,39.0,5.0137,0.9794,761.0,2.6151,37.54,-122.29,298100
4.9464,41.0,4.9943,1.0,811.0,2.3238,37.54,-122.29,282400
3.0278,35.0,4.0536,1.0139,1089.0,2.1607,37.53,-122.29,310600
4.8047,15.0,4.9335,1.092,2593.0,2.3616,37.53,-122.28,438000
5.1207,34.0,5.0639,0.9847,970.0,2.4808,37.53,-122.28,310900
3.5,43.0,4.5079,0.9055,586.0,2.3071,37.53,-122.27,267400
3.5445,25.0,3.8727,1.0595,2068.0,2.1587,37.53,-122.28,286700
5.3506,33.0,5.323,0.9741,1837.0,2.3826,37.52,-122.29,388100
4.0801,27.0,5.1265,1.1352,1285.0,2.227,37.52,-122.28,397800
4.0313,29.0,4.8444,1.127,724.0,2.2984,37.52,-122.28,435200
5.4719,38.0,5.8901,0.9571,1228.0,3.2922,37.52,-122.28,397900
6.8787,38.0,6.1252,0.9805,1455.0,2.3659,37.52,-122.29,386800
5.5902,38.0,7.0101,0.9797,994.0,2.5165,37.52,-122.3,417000
5.4322,35.0,6.9035,1.1015,1156.0,2.8614,37.51,-122.3,391000
8.1039,32.0,6.7164,1.0146,871.0,2.5468,37.52,-122.3,382200
7.7364,24.0,6.5763,0.9463,969.0,2.7373,37.52,-122.31,435800
8.4693,26.0,6.9931,1.0225,1611.0,2.7872,37.52,-122.32,419200
4.3939,22.0,4.7541,1.023,6266.0,2.1226,37.5,-122.31,491200
3.7,35.0,4.4915,1.1068,517.0,2.2094,37.52,-122.27,339700
5.8964,36.0,5.9325,0.9451,598.0,2.5232,37.51,-122.27,414800
6.1004,35.0,5.8687,1.0039,1374.0,2.6525,37.51,-122.29,426400
3.0833,34.0,3.0764,0.8344,291.0,1.8535,37.52,-122.26,256300
5.3264,46.0,4.9412,1.0956,351.0,2.5809,37.51,-122.26,258100
4.8382,45.0,5.4944,0.9667,504.0,2.8,37.51,-122.25,289400
4.7708,44.0,4.7671,1.0822,154.0,2.1096,37.5,-122.25,253800
4.5075,39.0,5.251,1.042,1744.0,2.2917,37.51,-122.27,364900
2.7075,29.0,3.6127,1.0488,1611.0,1.5717,37.51,-122.26,323800
3.6111,24.0,4.5503,1.0059,842.0,1.6607,37.5,-122.26,341500
3.7045,52.0,4.7204,1.0,393.0,2.1129,37.5,-122.26,360500
4.95,45.0,5.5076,1.0213,752.0,2.2857,37.5,-122.25,345000
4.224,43.0,5.6551,1.0347,1225.0,2.6573,37.49,-122.25,349600
4.6366,40.0,5.3118,1.0216,1156.0,2.2667,37.49,-122.25,395500
6.142,44.0,6.0136,1.0109,1790.0,2.4354,37.49,-122.25,394700
5.6271,44.0,6.2628,1.0143,2818.0,2.5274,37.5,-122.26,374800
7.4787,33.0,6.791,1.0428,2694.0,2.815,37.5,-122.28,431300
6.912,29.0,6.6156,1.0128,1638.0,2.6124,37.49,-122.28,457200
5.6038,34.0,6.6265,1.0149,1805.0,2.686,37.48,-122.26,451300
6.7058,44.0,6.3354,0.9916,1235.0,2.5891,37.47,-122.27,495900
5.1071,41.0,6.9181,1.1871,455.0,2.6608,37.47,-122.24,314100
5.0863,37.0,5.7681,0.9359,1663.0,2.7352,37.48,-122.25,440300
6.1244,40.0,5.2404,0.9408,689.0,2.4007,37.47,-122.24,308800
5.4688,38.0,6.2621,1.2039,265.0,2.5728,37.47,-122.25,305000
5.9062,35.0,6.5359,1.0575,1313.0,2.6961,37.47,-122.25,383200
4.8966,45.0,6.1766,1.0419,1722.0,2.5778,37.48,-122.24,362100
3.5322,40.0,4.5407,1.0458,2080.0,2.1181,37.48,-122.24,361900
6.2154,47.0,5.9533,1.0,1010.0,2.4816,37.48,-122.24,362700
3.7463,30.0,4.9764,0.9933,1191.0,2.0051,37.49,-122.24,427600
3.8684,38.0,4.516,1.0451,2561.0,2.8174,37.49,-122.24,265600
2.8482,39.0,4.1486,0.9189,1204.0,3.2541,37.48,-122.21,247200
2.3333,11.0,2.4348,0.9536,1338.0,3.8783,37.49,-122.23,241700
2.2746,24.0,2.9361,1.0999,2437.0,2.8304,37.49,-122.21,225000
2.8058,47.0,3.5497,1.0815,3107.0,4.2914,37.48,-122.22,229500
2.56,34.0,2.7616,1.0466,1564.0,2.8029,37.48,-122.22,250000
6.7413,3.0,6.3221,1.2051,2198.0,2.2544,37.55,-122.24,435900
7.6864,16.0,7.1075,1.0658,1677.0,2.6918,37.53,-122.25,422500
6.2007,4.0,5.7696,1.2227,1690.0,1.8633,37.53,-122.26,311800
4.3594,14.0,5.0411,0.9966,876.0,3.0,37.52,-122.25,366000
2.7399,18.0,3.4806,1.1105,1639.0,1.926,37.52,-122.21,87500
4.1776,35.0,4.4252,1.0307,5380.0,3.3688,37.48,-122.19,265300
2.9286,20.0,2.338,1.0,326.0,1.5093,37.48,-122.21,237500
3.0147,37.0,3.9582,1.0,1771.0,5.2866,37.48,-122.21,218100
1.9844,32.0,4.0,1.0375,991.0,6.1938,37.48,-122.2,270000
5.1654,41.0,5.2357,1.1071,652.0,4.6571,37.48,-122.2,233600
3.4427,30.0,4.8148,1.0617,610.0,2.5103,37.48,-122.2,263500
4.2708,45.0,5.1214,0.9538,492.0,2.8439,37.48,-122.19,267000
4.5568,38.0,4.4521,0.9212,608.0,2.0822,37.48,-122.19,286900
4.8068,44.0,4.5548,0.8738,589.0,1.9568,37.47,-122.19,312300
4.2083,44.0,5.3232,0.9171,846.0,2.337,37.47,-122.2,278200
3.1989,37.0,3.9438,0.9963,939.0,3.5169,37.47,-122.2,320800
2.8258,37.0,4.2387,1.1148,1587.0,4.7946,37.47,-122.2,232800
2.92,33.0,3.7904,1.2425,1991.0,5.9611,37.47,-122.21,202800
3.0472,26.0,3.5755,1.1167,1966.0,3.9557,37.47,-122.21,211000
3.2708,43.0,4.1886,0.9257,497.0,2.84,37.47,-122.21,255300
3.3268,23.0,4.4406,1.1147,4124.0,2.366,37.47,-122.22,322800
2.5,35.0,3.367,1.0367,398.0,3.6514,37.47,-122.22,166700
3.1864,28.0,3.8451,1.0407,3571.0,2.3054,37.47,-122.22,272800
3.3015,33.0,4.3347,1.1227,1895.0,2.643,37.48,-122.23,267700
3.623,39.0,4.1613,0.9953,3057.0,2.4166,37.47,-122.23,276600
2.7969,38.0,4.067,1.0284,879.0,2.2655,37.48,-122.23,298400
4.5556,35.0,5.2362,1.1261,1148.0,2.633,37.47,-122.24,318600
3.929,36.0,4.6782,1.0023,1117.0,2.5856,37.47,-122.24,303100
4.2232,33.0,6.1897,1.0867,1015.0,2.377,37.46,-122.23,363700
4.4167,26.0,5.0054,1.1136,2103.0,2.254,37.46,-122.23,333800
7.1088,33.0,6.9806,0.9694,2681.0,2.7357,37.46,-122.25,443300
6.1043,36.0,5.5456,0.9243,2254.0,2.6675,37.46,-122.24,343500
5.9285,17.0,6.5131,1.0475,986.0,2.342,37.45,-122.26,496000
5.6629,36.0,5.6651,0.9833,3081.0,2.866,37.46,-122.23,343600
4.3214,37.0,5.1514,0.9861,1208.0,2.4064,37.46,-122.22,342700
5.0457,34.0,6.3288,1.0955,1586.0,2.403,37.45,-122.23,395100
7.7932,29.0,6.5732,0.9553,758.0,3.0813,37.45,-122.23,469900
6.0255,13.0,5.7302,1.0833,1182.0,2.3452,37.46,-122.22,409300
5.397,44.0,6.2343,1.0556,1006.0,2.43,37.47,-122.16,341700
5.9629,39.0,5.9485,0.9828,1178.0,2.8873,37.48,-122.17,352700
2.6506,33.0,4.3275,1.0,3091.0,3.6279,37.47,-122.16,162600
2.3769,36.0,4.8972,1.0481,1949.0,4.2648,37.48,-122.16,157300
4.0039,36.0,5.0628,0.9874,981.0,4.1046,37.48,-122.14,148900
3.7917,36.0,5.5791,1.1046,1931.0,5.1769,37.47,-122.14,160600
3.8194,36.0,4.6809,0.9415,795.0,4.2287,37.48,-122.12,159400
5.0893,25.0,4.3935,0.9515,1546.0,4.1671,37.47,-122.13,173400
2.5294,37.0,4.8793,1.0341,1385.0,4.2879,37.46,-122.13,159400
3.7312,35.0,4.6028,1.0453,1133.0,3.9477,37.46,-122.13,159600
2.0096,38.0,4.446,1.0941,955.0,3.3275,37.45,-122.12,155700
3.2642,31.0,4.3973,1.1213,1711.0,3.3483,37.46,-122.13,185600
4.983,30.0,4.9169,0.9767,1126.0,3.7409,37.47,-122.13,166700
2.8868,37.0,4.7844,1.156,2909.0,4.1262,37.47,-122.14,156600
2.7993,37.0,4.4221,0.9161,1634.0,3.9185,37.47,-122.15,145500
3.0521,38.0,4.9367,0.9525,1331.0,4.212,37.47,-122.15,151500
3.6712,30.0,3.66,1.0846,2678.0,2.3348,37.46,-122.15,308600
2.4375,27.0,3.1651,1.1395,4165.0,2.3625,37.46,-122.14,189000
5.6407,39.0,5.3512,0.9876,566.0,2.3388,37.47,-122.15,326400
5.6234,42.0,5.3342,1.1016,794.0,2.123,37.46,-122.15,379600
6.227,45.0,5.6503,0.9508,844.0,2.306,37.46,-122.16,417800
7.6129,50.0,4.6667,0.9762,76.0,1.8095,37.45,-122.16,412500
4.2667,32.0,3.633,0.9018,1403.0,1.9141,37.46,-122.16,410200
4.4688,43.0,5.3532,1.1351,817.0,2.1221,37.45,-122.18,460200
4.0,37.0,4.159,1.0759,2128.0,1.6835,37.45,-122.18,394300
5.1032,18.0,3.7267,0.9431,853.0,1.9431,37.45,-122.19,464600
5.2421,40.0,5.3309,0.988,1050.0,2.518,37.43,-122.2,444500
6.6136,39.0,5.8916,1.0345,937.0,2.3079,37.43,-122.19,472800
5.1831,26.0,2.0183,0.9266,322.0,1.4771,37.37,-122.22,350000
5.6286,23.0,6.3691,1.0134,399.0,2.6779,37.51,-122.46,411300
4.875,18.0,6.0289,1.0919,1086.0,2.8504,37.5,-122.47,334600
3.1937,25.0,4.8718,1.3282,404.0,2.0718,37.5,-122.47,319200
4.7578,22.0,5.7926,1.0296,761.0,2.8185,37.51,-122.48,318500
6.7606,15.0,6.4264,0.9871,2222.0,2.8708,37.51,-122.47,364300
5.9919,16.0,6.1646,1.027,3502.0,3.0505,37.52,-122.44,345100
6.1896,19.0,5.923,1.0025,2199.0,2.7317,37.5,-122.53,331100
6.3256,15.0,6.4598,1.0187,1527.0,2.8542,37.54,-122.49,368000
7.2929,17.0,6.5311,1.0871,672.0,2.7884,37.53,-122.51,355800
8.2364,11.0,6.0403,1.1048,355.0,2.8629,37.51,-122.5,371800
4.8405,17.0,6.0327,1.1307,5467.0,2.7486,37.43,-122.43,354300
7.7773,33.0,6.5466,1.2981,400.0,2.4845,37.34,-122.38,456300
5.3951,37.0,5.142,1.0533,1346.0,2.6548,37.32,-122.27,277700
5.1002,30.0,5.502,1.1813,1581.0,3.1494,37.24,-122.27,319400
3.3047,52.0,7.9364,1.4318,941.0,4.2773,37.18,-122.38,286100
2.4717,24.0,4.3679,1.0147,2312.0,1.7867,34.44,-119.77,295300
4.2109,9.0,8.3182,1.6045,1515.0,6.8864,34.45,-119.78,450000
5.8635,24.0,7.2263,1.1395,1076.0,2.8316,34.45,-119.79,348700
4.1375,26.0,5.7896,1.0955,1504.0,2.4337,34.45,-119.75,395000
1.8432,28.0,4.3028,1.1873,524.0,2.0876,34.44,-119.75,327300
2.4701,28.0,3.6223,1.062,1092.0,1.9927,34.44,-119.76,290900
5.9522,26.0,6.1965,1.007,1479.0,2.5722,34.5,-119.75,438400
4.5278,35.0,4.2837,1.0365,1383.0,2.1918,34.43,-119.73,340400
3.4047,26.0,4.4811,1.0853,1861.0,1.9589,34.44,-119.74,294500
2.5139,30.0,4.3247,1.1389,1091.0,1.8941,34.43,-119.72,279500
2.5694,27.0,3.1438,0.9553,777.0,2.4824,34.43,-119.72,275000
3.6719,46.0,4.2968,1.0613,746.0,2.4065,34.43,-119.72,357400
2.6014,36.0,3.8026,1.0164,521.0,1.7138,34.43,-119.72,320600
2.3454,33.0,2.8876,1.059,753.0,2.1152,34.43,-119.72,243800
2.1974,18.0,3.3815,1.0751,681.0,1.9682,34.43,-119.71,255000
3.1563,31.0,3.2926,1.0,1253.0,2.511,34.42,-119.71,267000
2.6429,47.0,4.0938,1.0859,790.0,2.0573,34.43,-119.71,279200
